,5ggv,6rp8,6rp8,5tru,5xj3,5xj3,5xj3,5xj3,5tru,9dq3,9dq4,7su0,7su0,7su1,8tui,7cgw,7wsl,5ggs,5ggs,5jxe,5b8c,5b8c,5jxe,5b8c,5b8c,5ggr,8gy5,7wvm,7cgw,7cu5,7cu5,7bxa,7bxa,6xkr,7wvm,5ggr,5wt9,6k0y,8gy5,5x8m,5xj4,5xxy,5x8l,5x8l,5x8l,5x8l,5grj,5x8l,6txz,6txz,6txz,6txz
7bxa,35.714285714285715,35.0,35.0,31.818181818181817,33.33333333333333,31.818181818181817,35.0,34.78260869565217,33.33333333333333,32.0,25.925925925925924,28.57142857142857,25.0,30.0,31.818181818181817,74.07407407407408,33.33333333333333,35.294117647058826,34.285714285714285,34.61538461538461,26.47058823529412,27.027027027027028,31.03448275862069,27.27272727272727,25.71428571428571,35.0,33.33333333333333,37.5,74.07407407407408,25.0,25.0,95.0,100.0,31.25,39.130434782608695,33.33333333333333,28.57142857142857,37.03703703703704,29.166666666666668,31.818181818181817,31.818181818181817,28.57142857142857,33.33333333333333,33.33333333333333,29.166666666666668,30.434782608695656,26.923076923076923,28.000000000000004,25.0,25.0,25.0,24.137931034482758
6xkr,37.5,37.5,37.5,37.5,37.5,37.5,34.375,37.5,37.5,37.5,40.625,34.375,34.375,28.125,28.125,43.75,36.36363636363637,32.35294117647059,34.285714285714285,40.625,38.23529411764706,37.83783783783784,37.5,36.36363636363637,40.0,25.0,28.125,34.375,46.875,25.0,25.0,31.25,31.25,100.0,34.375,25.0,25.0,37.5,31.25,31.25,31.25,31.25,31.25,31.25,28.125,28.125,37.5,31.25,40.625,40.625,40.625,40.625
7wvm,32.142857142857146,39.130434782608695,39.130434782608695,43.47826086956522,43.47826086956522,43.47826086956522,43.47826086956522,43.47826086956522,43.47826086956522,32.0,33.33333333333333,39.130434782608695,41.66666666666667,30.434782608695656,43.47826086956522,40.74074074074074,36.36363636363637,29.411764705882355,25.71428571428571,38.46153846153847,29.411764705882355,27.027027027027028,37.93103448275862,33.33333333333333,31.428571428571427,34.78260869565217,82.6086956521739,95.83333333333334,40.74074074074074,30.434782608695656,30.434782608695656,39.130434782608695,39.130434782608695,34.375,100.0,39.130434782608695,32.142857142857146,29.629629629629626,79.16666666666666,34.78260869565217,34.78260869565217,28.57142857142857,33.33333333333333,33.33333333333333,33.33333333333333,34.78260869565217,42.30769230769231,28.000000000000004,35.714285714285715,35.714285714285715,35.714285714285715,34.48275862068966
5ggr,28.57142857142857,38.095238095238095,38.095238095238095,36.36363636363637,38.095238095238095,31.818181818181817,33.33333333333333,34.78260869565217,33.33333333333333,24.0,22.22222222222222,33.33333333333333,33.33333333333333,23.809523809523807,40.909090909090914,33.33333333333333,24.242424242424242,35.294117647058826,34.285714285714285,34.61538461538461,26.47058823529412,24.324324324324326,34.48275862068966,30.303030303030305,28.57142857142857,71.42857142857143,42.857142857142854,41.66666666666667,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,25.0,39.130434782608695,100.0,64.28571428571429,33.33333333333333,37.5,27.27272727272727,22.727272727272727,32.142857142857146,29.166666666666668,29.166666666666668,29.166666666666668,30.434782608695656,34.61538461538461,24.0,28.57142857142857,28.57142857142857,28.57142857142857,27.586206896551722
5wt9,35.714285714285715,32.142857142857146,32.142857142857146,32.142857142857146,32.142857142857146,28.57142857142857,28.57142857142857,32.142857142857146,32.142857142857146,25.0,25.0,28.57142857142857,32.142857142857146,25.0,32.142857142857146,39.285714285714285,36.36363636363637,41.17647058823529,40.0,32.142857142857146,29.411764705882355,27.027027027027028,37.93103448275862,33.33333333333333,31.428571428571427,57.14285714285714,25.0,35.714285714285715,39.285714285714285,25.0,25.0,28.57142857142857,28.57142857142857,25.0,32.142857142857146,64.28571428571429,100.0,32.142857142857146,25.0,28.57142857142857,25.0,39.285714285714285,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,28.57142857142857,39.285714285714285,39.285714285714285,39.285714285714285,34.48275862068966
6k0y,39.285714285714285,33.33333333333333,33.33333333333333,33.33333333333333,37.03703703703704,37.03703703703704,33.33333333333333,37.03703703703704,33.33333333333333,33.33333333333333,29.629629629629626,29.629629629629626,33.33333333333333,29.629629629629626,33.33333333333333,40.74074074074074,36.36363636363637,32.35294117647059,34.285714285714285,44.44444444444444,38.23529411764706,35.13513513513514,37.93103448275862,36.36363636363637,37.142857142857146,29.629629629629626,25.925925925925924,29.629629629629626,40.74074074074074,29.629629629629626,29.629629629629626,33.33333333333333,37.03703703703704,37.5,29.629629629629626,33.33333333333333,32.142857142857146,100.0,29.629629629629626,29.629629629629626,25.925925925925924,32.142857142857146,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,37.03703703703704,33.33333333333333,35.714285714285715,35.714285714285715,35.714285714285715,31.03448275862069
8gy5,32.142857142857146,37.5,37.5,41.66666666666667,37.5,41.66666666666667,37.5,37.5,37.5,28.000000000000004,25.925925925925924,41.66666666666667,41.66666666666667,33.33333333333333,37.5,33.33333333333333,33.33333333333333,26.47058823529412,25.71428571428571,46.15384615384615,35.294117647058826,32.432432432432435,44.827586206896555,39.39393939393939,37.142857142857146,29.166666666666668,87.5,83.33333333333334,33.33333333333333,20.833333333333336,20.833333333333336,29.166666666666668,29.166666666666668,31.25,79.16666666666666,37.5,25.0,29.629629629629626,100.0,29.166666666666668,29.166666666666668,28.57142857142857,33.33333333333333,33.33333333333333,25.0,25.0,38.46153846153847,24.0,25.0,25.0,25.0,27.586206896551722
5x8m,32.142857142857146,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,50.0,40.909090909090914,47.82608695652174,50.0,48.0,44.44444444444444,45.45454545454545,41.66666666666667,45.45454545454545,40.909090909090914,29.629629629629626,30.303030303030305,26.47058823529412,28.57142857142857,26.923076923076923,23.52941176470588,21.62162162162162,24.137931034482758,24.242424242424242,25.71428571428571,27.27272727272727,31.818181818181817,33.33333333333333,29.629629629629626,22.727272727272727,22.727272727272727,31.818181818181817,31.818181818181817,31.25,34.78260869565217,27.27272727272727,28.57142857142857,29.629629629629626,29.166666666666668,100.0,90.9090909090909,32.142857142857146,37.5,37.5,33.33333333333333,34.78260869565217,30.76923076923077,32.0,32.142857142857146,32.142857142857146,32.142857142857146,31.03448275862069
5xj4,35.714285714285715,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,50.0,40.909090909090914,47.82608695652174,50.0,48.0,48.148148148148145,45.45454545454545,41.66666666666667,45.45454545454545,36.36363636363637,29.629629629629626,30.303030303030305,23.52941176470588,25.71428571428571,23.076923076923077,20.588235294117645,18.91891891891892,20.689655172413794,21.21212121212121,22.857142857142858,27.27272727272727,31.818181818181817,33.33333333333333,29.629629629629626,18.181818181818183,18.181818181818183,31.818181818181817,31.818181818181817,31.25,34.78260869565217,22.727272727272727,25.0,25.925925925925924,29.166666666666668,90.9090909090909,100.0,28.57142857142857,33.33333333333333,33.33333333333333,29.166666666666668,30.434782608695656,26.923076923076923,32.0,28.57142857142857,28.57142857142857,28.57142857142857,31.03448275862069
5xxy,39.285714285714285,35.714285714285715,35.714285714285715,35.714285714285715,39.285714285714285,39.285714285714285,28.57142857142857,39.285714285714285,39.285714285714285,35.714285714285715,39.285714285714285,28.57142857142857,35.714285714285715,21.428571428571427,32.142857142857146,32.142857142857146,39.39393939393939,35.294117647058826,37.142857142857146,32.142857142857146,26.47058823529412,27.027027027027028,31.03448275862069,30.303030303030305,28.57142857142857,28.57142857142857,28.57142857142857,32.142857142857146,35.714285714285715,32.142857142857146,32.142857142857146,25.0,28.57142857142857,31.25,28.57142857142857,32.142857142857146,39.285714285714285,32.142857142857146,28.57142857142857,32.142857142857146,28.57142857142857,100.0,82.14285714285714,82.14285714285714,82.14285714285714,82.14285714285714,39.285714285714285,64.28571428571429,46.42857142857143,46.42857142857143,46.42857142857143,41.37931034482759
5x8l,32.142857142857146,37.5,41.66666666666667,41.66666666666667,37.5,41.66666666666667,33.33333333333333,37.5,41.66666666666667,36.0,33.33333333333333,29.166666666666668,37.5,25.0,29.166666666666668,33.33333333333333,36.36363636363637,29.411764705882355,31.428571428571427,34.61538461538461,26.47058823529412,24.324324324324326,27.586206896551722,27.27272727272727,25.71428571428571,25.0,33.33333333333333,33.33333333333333,37.03703703703704,37.5,37.5,29.166666666666668,33.33333333333333,31.25,33.33333333333333,29.166666666666668,35.714285714285715,33.33333333333333,33.33333333333333,37.5,33.33333333333333,82.14285714285714,100.0,100.0,91.66666666666666,91.66666666666666,38.46153846153847,68.0,42.857142857142854,42.857142857142854,42.857142857142854,41.37931034482759
5x8l,32.142857142857146,37.5,41.66666666666667,41.66666666666667,37.5,41.66666666666667,33.33333333333333,37.5,41.66666666666667,36.0,33.33333333333333,29.166666666666668,37.5,25.0,29.166666666666668,33.33333333333333,36.36363636363637,29.411764705882355,31.428571428571427,34.61538461538461,26.47058823529412,24.324324324324326,27.586206896551722,27.27272727272727,25.71428571428571,25.0,33.33333333333333,33.33333333333333,37.03703703703704,37.5,37.5,29.166666666666668,33.33333333333333,31.25,33.33333333333333,29.166666666666668,35.714285714285715,33.33333333333333,33.33333333333333,37.5,33.33333333333333,82.14285714285714,100.0,100.0,91.66666666666666,91.66666666666666,38.46153846153847,68.0,42.857142857142854,42.857142857142854,42.857142857142854,41.37931034482759
5x8l,32.142857142857146,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,40.0,37.03703703703704,29.166666666666668,33.33333333333333,20.833333333333336,29.166666666666668,33.33333333333333,36.36363636363637,26.47058823529412,28.57142857142857,30.76923076923077,23.52941176470588,24.324324324324326,27.586206896551722,27.27272727272727,25.71428571428571,25.0,25.0,33.33333333333333,37.03703703703704,37.5,37.5,29.166666666666668,29.166666666666668,28.125,33.33333333333333,29.166666666666668,35.714285714285715,33.33333333333333,25.0,33.33333333333333,29.166666666666668,82.14285714285714,91.66666666666666,91.66666666666666,100.0,95.83333333333334,34.61538461538461,72.0,42.857142857142854,42.857142857142854,42.857142857142854,41.37931034482759
5x8l,32.142857142857146,39.130434782608695,39.130434782608695,39.130434782608695,39.130434782608695,39.130434782608695,34.78260869565217,39.130434782608695,39.130434782608695,40.0,37.03703703703704,30.434782608695656,33.33333333333333,21.73913043478261,30.434782608695656,33.33333333333333,36.36363636363637,26.47058823529412,28.57142857142857,30.76923076923077,23.52941176470588,24.324324324324326,27.586206896551722,27.27272727272727,25.71428571428571,26.08695652173913,26.08695652173913,33.33333333333333,37.03703703703704,39.130434782608695,39.130434782608695,30.434782608695656,30.434782608695656,28.125,34.78260869565217,30.434782608695656,35.714285714285715,33.33333333333333,25.0,34.78260869565217,30.434782608695656,82.14285714285714,91.66666666666666,91.66666666666666,95.83333333333334,100.0,34.61538461538461,72.0,42.857142857142854,42.857142857142854,42.857142857142854,41.37931034482759
5grj,35.714285714285715,42.30769230769231,38.46153846153847,42.30769230769231,42.30769230769231,38.46153846153847,34.61538461538461,42.30769230769231,42.30769230769231,34.61538461538461,33.33333333333333,38.46153846153847,38.46153846153847,30.76923076923077,50.0,33.33333333333333,42.42424242424242,38.23529411764706,34.285714285714285,38.46153846153847,32.35294117647059,29.72972972972973,34.48275862068966,30.303030303030305,31.428571428571427,30.76923076923077,34.61538461538461,42.30769230769231,37.03703703703704,30.76923076923077,30.76923076923077,26.923076923076923,26.923076923076923,37.5,42.30769230769231,34.61538461538461,35.714285714285715,37.03703703703704,38.46153846153847,30.76923076923077,26.923076923076923,39.285714285714285,38.46153846153847,38.46153846153847,34.61538461538461,34.61538461538461,100.0,30.76923076923077,39.285714285714285,39.285714285714285,39.285714285714285,37.93103448275862
5x8l,35.714285714285715,32.0,36.0,36.0,32.0,32.0,28.000000000000004,32.0,32.0,44.0,37.03703703703704,28.000000000000004,36.0,32.0,32.0,29.629629629629626,30.303030303030305,23.52941176470588,25.71428571428571,38.46153846153847,32.35294117647059,32.432432432432435,34.48275862068966,33.33333333333333,31.428571428571427,24.0,24.0,28.000000000000004,29.629629629629626,20.0,20.0,28.000000000000004,28.000000000000004,31.25,28.000000000000004,24.0,28.57142857142857,33.33333333333333,24.0,32.0,32.0,64.28571428571429,68.0,68.0,72.0,72.0,30.76923076923077,100.0,39.285714285714285,39.285714285714285,39.285714285714285,37.93103448275862
6txz,39.285714285714285,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,32.142857142857146,32.142857142857146,28.57142857142857,28.57142857142857,21.428571428571427,35.714285714285715,32.142857142857146,39.39393939393939,29.411764705882355,28.57142857142857,32.142857142857146,29.411764705882355,27.027027027027028,31.03448275862069,27.27272727272727,28.57142857142857,28.57142857142857,25.0,35.714285714285715,35.714285714285715,25.0,25.0,28.57142857142857,25.0,40.625,35.714285714285715,28.57142857142857,39.285714285714285,35.714285714285715,25.0,32.142857142857146,28.57142857142857,46.42857142857143,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854,39.285714285714285,39.285714285714285,100.0,100.0,100.0,93.10344827586206
6txz,39.285714285714285,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,32.142857142857146,32.142857142857146,28.57142857142857,28.57142857142857,21.428571428571427,35.714285714285715,32.142857142857146,39.39393939393939,29.411764705882355,28.57142857142857,32.142857142857146,29.411764705882355,27.027027027027028,31.03448275862069,27.27272727272727,28.57142857142857,28.57142857142857,25.0,35.714285714285715,35.714285714285715,25.0,25.0,28.57142857142857,25.0,40.625,35.714285714285715,28.57142857142857,39.285714285714285,35.714285714285715,25.0,32.142857142857146,28.57142857142857,46.42857142857143,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854,39.285714285714285,39.285714285714285,100.0,100.0,100.0,93.10344827586206
6txz,39.285714285714285,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,35.714285714285715,32.142857142857146,35.714285714285715,35.714285714285715,32.142857142857146,32.142857142857146,28.57142857142857,28.57142857142857,21.428571428571427,35.714285714285715,32.142857142857146,39.39393939393939,29.411764705882355,28.57142857142857,32.142857142857146,29.411764705882355,27.027027027027028,31.03448275862069,27.27272727272727,28.57142857142857,28.57142857142857,25.0,35.714285714285715,35.714285714285715,25.0,25.0,28.57142857142857,25.0,40.625,35.714285714285715,28.57142857142857,39.285714285714285,35.714285714285715,25.0,32.142857142857146,28.57142857142857,46.42857142857143,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854,39.285714285714285,39.285714285714285,100.0,100.0,100.0,93.10344827586206
6txz,34.48275862068966,31.03448275862069,31.03448275862069,34.48275862068966,31.03448275862069,34.48275862068966,31.03448275862069,31.03448275862069,34.48275862068966,37.93103448275862,37.93103448275862,31.03448275862069,31.03448275862069,27.586206896551722,34.48275862068966,31.03448275862069,36.36363636363637,26.47058823529412,28.57142857142857,31.03448275862069,29.411764705882355,27.027027027027028,31.03448275862069,27.27272727272727,28.57142857142857,27.586206896551722,24.137931034482758,34.48275862068966,34.48275862068966,24.137931034482758,24.137931034482758,27.586206896551722,24.137931034482758,40.625,34.48275862068966,27.586206896551722,34.48275862068966,31.03448275862069,27.586206896551722,31.03448275862069,31.03448275862069,41.37931034482759,41.37931034482759,41.37931034482759,41.37931034482759,41.37931034482759,37.93103448275862,37.93103448275862,93.10344827586206,93.10344827586206,93.10344827586206,100.0
